IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
2a06:98c1:56:df5f:9e27:a01b:9dc:7df6,215,243,229,0
2606:4700:8d7e:1724:bf:6591:4dc5:c9d,217,248,229,0
2a06:98c1:3122:4a60:e12e:a75b:8573:c74f,220,244,229,0
2606:4700:7:d54d:c682:15e4:9cf4:b81a,220,246,229,0
2803:f800:50:8489:4d27:af8d:d81b:61b2,213,245,229,0
2a06:98c1:53:6bb8:ae9d:46ca:13ea:f6c9,214,249,229,0
2a06:98c1:310c:314f:d4df:cab1:e346:7e30,214,250,230,0
2606:4700:3026:845b:54dd:d07:f2cf:b69d,218,244,230,0
2a06:98c1:310f:5b74:18d4:89df:37ef:b302,216,256,230,0
2a06:98c1:310d:dc13:5f6b:6bfd:d7fb:eb22,221,244,230,0
2a06:98c1:3109:4194:cb5:ef3b:7cf8:59f6,222,245,230,0
2606:4700:8d77:7903:5ddf:1ab3:11b6:7204,223,242,230,0
2a06:98c1:3123:55bf:377c:eb8d:cee8:2386,215,253,231,0
2a06:98c1:3107:5060:d619:ff11:d10d:8a9,217,245,231,0
2606:4700:8d95:e329:61a6:88f8:294d:6ee6,220,258,231,0
2a06:98c1:58:4455:d548:83dd:57bb:172e,222,242,231,0
2a06:98c1:50:2058:9a38:d0a0:f52d:ec45,220,246,231,0
2606:4700:90df:6321:b438:8401:2df5:752,220,242,231,0
2606:4700:8d90:ae2:34a:9e55:481:5fb6,221,248,231,0
2a06:98c1:310b:1ccb:6c3e:e36:f6a7:77b3,220,242,231,0
2606:4700:440d:f0fd:3f4:c6f1:c67d:fc8e,214,254,231,0
2606:4700:8d7c:ddb7:15a9:11d:2095:e428,220,249,231,0
2606:4700:8d97:d36e:2c91:c251:97d6:9af8,222,249,232,0
2606:4700:3027:2ba2:c697:c2a9:1883:c465,217,252,232,0
2606:4700:8dda:efc3:8ae:9a40:2e5e:490e,224,251,232,0
2606:4700:8dd9:6fa9:f2ed:4947:483b:ef9a,213,263,232,0
2606:4700:311a:20cd:32ff:e4d7:d7d5:60e8,220,262,232,0
2606:4700:8d9c:f5b:4750:f3ec:13ea:fe22,220,243,232,0
2606:4700:8d9d:557f:3fa5:21d8:972a:d154,219,257,232,0
2606:4700:c:174b:9c50:7120:eadd:3d78,212,261,233,0
2606:4700:3112:e510:e74b:42ab:e7b8:d772,220,246,233,0
2a06:98c1:51:689b:1d55:524a:f2ed:3493,221,249,233,0
2606:4700:3023:63fd:26ef:1658:cfc3:9036,221,251,233,0
2a06:98c1:3104:cf24:16a9:73cc:9717:7ec5,219,253,233,0
2606:4700:9c6c:2cb1:fb71:abef:f6cd:be7c,219,261,233,0
2606:4700:440b:27b4:37d0:53eb:47d5:1f2f,219,250,233,0
2606:4700:9c6f:278e:5062:87a4:d125:c1ea,220,251,233,0
2606:4700:d:dd96:1e3d:954a:589f:7e3d,213,255,234,0
2606:4700:839e:1ffd:148a:73a0:5d67:9e3c,223,251,234,0
2606:4700:8cae:ac1e:52f4:dea:791f:c804,222,245,234,0
2606:4700:8dd8:2a23:2f92:fd2e:aa3c:e3b8,221,242,235,0
2606:4700:85d1:d790:a068:ea40:e20d:73be,206,256,235,0
2606:4700:3117:8f71:c225:99f8:752d:844c,223,251,235,0
2606:4700:8dd1:e8f3:491d:d069:961e:747f,224,256,236,0
2606:4700:8de1:53a1:a959:eab0:f9c5:6ec0,222,265,236,0
2606:4700:8d99:e5d9:3268:964f:13eb:a01b,223,252,236,0
2606:4700:85da:a4ae:fe68:5532:624a:dd28,221,252,237,0
2606:4700:8d96:73a4:5eb3:21bd:3bd7:dc03,218,273,237,0
2606:4700:8d7f:69a0:cb97:c460:7d9c:7f3a,224,248,237,0
2606:4700:8d71:9151:94e:984b:9c6f:d757,224,260,237,0
2606:4700:8dd5:4e69:1f30:880:1896:cf9d,223,252,237,0
2606:4700:9a6e:b5c9:81a5:6fab:903d:cf8a,224,252,237,0
2606:4700:8ddc:4eee:cc28:bf04:e43b:440a,221,268,238,0
2606:4700:8d94:4444:a2c:1ccc:d34d:75fb,226,273,238,0
2606:4700:311b:2ac8:7f47:a33f:a15a:b0f9,224,270,238,0
2606:4700:9a6d:67c5:3ae6:8191:9afd:f497,219,261,238,0
2606:4700:90cc:f54a:c75b:860c:b4f9:ab07,229,251,239,0
2606:4700:8d7d:8ab0:6671:552e:2ad3:fd27,215,255,239,0
2606:4700:8d78:756d:a393:89dc:ad93:bf50,224,262,239,0
2606:4700:8d9b:8a3a:6522:88e4:cdf6:c773,228,256,239,0
2606:4700:8d72:3c82:c14e:adae:3765:3fc3,229,251,239,0
2606:4700:8d91:848d:44a9:ad41:85dc:b9b4,224,249,239,0
2606:4700:8d76:83e5:7f77:e5a1:8704:8886,227,255,240,0
2606:4700:8d9a:97ff:9623:fc7a:f25f:ca8e,223,265,240,0
2606:4700:90ce:d944:9b5a:b715:163f:4e17,232,254,240,0
2606:4700:8de2:df6b:6d53:561c:1449:b6a8,224,253,240,0
2606:4700:85d4:f1a4:78a9:a25a:3da5:3c92,219,259,240,0
2606:4700:8d70:1228:2118:29f:36ad:8b74,229,261,240,0
2606:4700:85d0:3e3a:9b45:90eb:305a:bc7e,224,255,241,0
2606:4700:9a6f:7665:449e:dd5e:e521:2f20,225,266,241,0
2606:4700:9aed:8b09:18fd:4c48:85e1:c415,225,266,241,0
2606:4700:311d:215a:7cd2:54c9:672f:45ce,220,266,242,0
2606:4700:9a6c:349e:5600:9fe6:4ae1:b5fa,231,265,242,0
2606:4700:85df:46b9:c84d:9e5e:2813:1dc4,233,262,243,0
2606:4700:8d73:ea6:8c7c:72f7:ffa6:970d,224,256,243,0
2606:4700:8dd2:4e63:ffdc:f04b:4dff:a8e2,227,262,243,0
2606:4700:8de3:9eb3:a77e:e891:e67a:9b8e,235,254,244,0
2606:4700:4404:d26a:1f6b:79ff:396e:c1d2,209,229,223,10
2606:4700:4406:48ff:16ac:7219:2427:1d5c,210,241,223,10
2a06:98c1:310e:867e:252b:5061:a80a:a7,210,242,224,10
2606:4700:3020:a278:1c19:abd5:7e56:aa4d,217,231,224,10
2606:4700:8d98:d4ff:f6b5:3e52:7746:c7f1,212,234,224,10
2606:4700:839c:25c:9b31:440e:d02b:5412,213,245,229,10
2606:4700:8d93:6fbd:e5f6:be08:32e:e15e,222,241,229,10
2606:4700:9:4cb6:16c4:898a:7cb3:54ee,211,248,229,10
2606:4700:91bd:28f4:8ee3:2a5:ca30:fa42,222,242,231,10
2606:4700:9aee:d3c5:862b:debc:8a16:383,216,248,232,10
2606:4700:3116:e97e:7240:35e7:25e5:ed39,220,273,233,10
2606:4700:8d79:24e9:79f:b093:8299:2a0,221,248,234,10
2606:4700:8d7a:be03:e23e:f5b6:5004:af4e,221,253,234,10
2606:4700:8de7:d44c:3a36:ab71:a5dc:7cee,225,244,236,10
