IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
162.159.137.176,80,97,89,80
162.159.140.103,90,101,95,80
162.159.153.76,95,99,97,80
162.159.129.41,97,100,99,80
162.159.143.255,98,99,99,80
162.159.133.47,85,113,99,80
162.159.152.146,85,114,99,80
162.159.142.83,85,114,99,80
162.159.130.165,85,114,100,80
162.159.134.234,89,114,102,80
162.159.141.65,89,114,102,80
162.159.135.49,89,114,102,80
162.159.128.104,92,113,103,80
162.159.136.129,109,114,111,80
